"#% increased Attack Speed","공격 속도 #% 증가"
"{0}% increased Attack Speed","공격 속도 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, +(35-36)% to Fire Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 화염 피해 배율 +(35-36)%"
"While a Pinnacle Atlas Boss is in your Presence, +(37-38)% to Fire Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 화염 피해 배율 +(37-38)%"

"+#% to Cold Damage over Time Multiplier","지속 냉기 피해 배율 +#%"
"{0}% to Cold Damage over Time Multiplier","지속 냉기 피해 배율 {0}%"
"+(5-7)% to Cold Damage over Time Multiplier","지속 냉기 피해 배율 +(5-7)%"
"+(8-10)% to Cold Damage over Time Multiplier","지속 냉기 피해 배율 +(8-10)%"
"+(11-13)% to Cold Damage over Time Multiplier","지속 냉기 피해 배율 +(11-13)%"
"+(14-16)% to Cold Damage over Time Multiplier","지속 냉기 피해 배율 +(14-16)%"
"+(17-18)% to Cold Damage over Time Multiplier","지속 냉기 피해 배율 +(17-18)%"
"+(19-20)% to Cold Damage over Time Multiplier","지속 냉기 피해 배율 +(19-20)%"
"While a Unique Enemy is in your Presence, +#% to Cold Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 냉기 피해 배율 +#%"
"While a Unique Enemy is in your Presence, {0}% to Cold Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 냉기 피해 배율 {0}%"
"While a Unique Enemy is in your Presence, +(14-16)% to Cold Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 냉기 피해 배율 +(14-16)%"
"While a Unique Enemy is in your Presence, +(17-19)% to Cold Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 냉기 피해 배율 +(17-19)%"
"While a Unique Enemy is in your Presence, +(20-22)% to Cold Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 냉기 피해 배율 +(20-22)%"
"While a Unique Enemy is in your Presence, +(23-25)% to Cold Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 냉기 피해 배율 +(23-25)%"
"While a Unique Enemy is in your Presence, +(26-27)% to Cold Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 냉기 피해 배율 +(26-27)%"
"While a Unique Enemy is in your Presence, +(28-29)% to Cold Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 냉기 피해 배율 +(28-29)%"
"While a Pinnacle Atlas Boss is in your Presence, +#% to Cold Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 냉기 피해 배율 +#%"
"While a Pinnacle Atlas Boss is in your Presence, {0}% to Cold Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 냉기 피해 배율 {0}%"
"While a Pinnacle Atlas Boss is in your Presence, +(23-25)% to Cold Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 냉기 피해 배율 +(23-25)%"
"While a Pinnacle Atlas Boss is in your Presence, +(26-28)% to Cold Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 냉기 피해 배율 +(26-28)%"
"While a Pinnacle Atlas Boss is in your Presence, +(29-31)% to Cold Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 냉기 피해 배율 +(29-31)%"
"While a Pinnacle Atlas Boss is in your Presence, +(32-34)% to Cold Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 냉기 피해 배율 +(32-34)%"
"While a Pinnacle Atlas Boss is in your Presence, +(35-36)% to Cold Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 냉기 피해 배율 +(35-36)%"
"While a Pinnacle Atlas Boss is in your Presence, +(37-38)% to Cold Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 냉기 피해 배율 +(37-38)%"

"+#% to Physical Damage over Time Multiplier","지속 물리 피해 배율 +#%"
"{0}% to Physical Damage over Time Multiplier","지속 물리 피해 배율 {0}%"
"+(5-7)% to Physical Damage over Time Multiplier","지속 물리 피해 배율 +(5-7)%"
"+(8-10)% to Physical Damage over Time Multiplier","지속 물리 피해 배율 +(8-10)%"
"+(11-13)% to Physical Damage over Time Multiplier","지속 물리 피해 배율 +(11-13)%"
"+(14-16)% to Physical Damage over Time Multiplier","지속 물리 피해 배율 +(14-16)%"
"+(17-18)% to Physical Damage over Time Multiplier","지속 물리 피해 배율 +(17-18)%"
"+(19-20)% to Physical Damage over Time Multiplier","지속 물리 피해 배율 +(19-20)%"
"While a Unique Enemy is in your Presence, +#% to Physical Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 물리 피해 배율 +#%"
"While a Unique Enemy is in your Presence, {0}% to Physical Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 물리 피해 배율 {0}%"
"While a Unique Enemy is in your Presence, +(14-16)% to Physical Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 물리 피해 배율 +(14-16)%"
"While a Unique Enemy is in your Presence, +(17-19)% to Physical Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 물리 피해 배율 +(17-19)%"
"While a Unique Enemy is in your Presence, +(20-22)% to Physical Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 물리 피해 배율 +(20-22)%"
"While a Unique Enemy is in your Presence, +(23-25)% to Physical Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 물리 피해 배율 +(23-25)%"
"While a Unique Enemy is in your Presence, +(26-27)% to Physical Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 물리 피해 배율 +(26-27)%"
"While a Unique Enemy is in your Presence, +(28-29)% to Physical Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 물리 피해 배율 +(28-29)%"
"While a Pinnacle Atlas Boss is in your Presence, +#% to Physical Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 물리 피해 배율 +#%"
"While a Pinnacle Atlas Boss is in your Presence, {0}% to Physical Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 물리 피해 배율 {0}%"
"While a Pinnacle Atlas Boss is in your Presence, +(23-25)% to Physical Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 물리 피해 배율 +(23-25)%"
"While a Pinnacle Atlas Boss is in your Presence, +(26-28)% to Physical Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 물리 피해 배율 +(26-28)%"
"While a Pinnacle Atlas Boss is in your Presence, +(29-31)% to Physical Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 물리 피해 배율 +(29-31)%"
"While a Pinnacle Atlas Boss is in your Presence, +(32-34)% to Physical Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 물리 피해 배율 +(32-34)%"
"While a Pinnacle Atlas Boss is in your Presence, +(35-36)% to Physical Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 물리 피해 배율 +(35-36)%"
"While a Pinnacle Atlas Boss is in your Presence, +(37-38)% to Physical Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 물리 피해 배율 +(37-38)%"

"+#% to Chaos Damage over Time Multiplier","지속 카오스 피해 배율 +#%"
"{0}% to Chaos Damage over Time Multiplier","지속 카오스 피해 배율 {0}%"
"+(5-7)% to Chaos Damage over Time Multiplier","지속 카오스 피해 배율 +(5-7)%"
"+(8-10)% to Chaos Damage over Time Multiplier","지속 카오스 피해 배율 +(8-10)%"
"+(11-13)% to Chaos Damage over Time Multiplier","지속 카오스 피해 배율 +(11-13)%"
"+(14-16)% to Chaos Damage over Time Multiplier","지속 카오스 피해 배율 +(14-16)%"
"+(17-18)% to Chaos Damage over Time Multiplier","지속 카오스 피해 배율 +(17-18)%"
"+(19-20)% to Chaos Damage over Time Multiplier","지속 카오스 피해 배율 +(19-20)%"
"While a Unique Enemy is in your Presence, +#% to Chaos Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 카오스 피해 배율 +#%"
"While a Unique Enemy is in your Presence, {0}% to Chaos Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 카오스 피해 배율 {0}%"
"While a Unique Enemy is in your Presence, +(14-16)% to Chaos Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 카오스 피해 배율 +(14-16)%"
"While a Unique Enemy is in your Presence, +(17-19)% to Chaos Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 카오스 피해 배율 +(17-19)%"
"While a Unique Enemy is in your Presence, +(20-22)% to Chaos Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 카오스 피해 배율 +(20-22)%"
"While a Unique Enemy is in your Presence, +(23-25)% to Chaos Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 카오스 피해 배율 +(23-25)%"
"While a Unique Enemy is in your Presence, +(26-27)% to Chaos Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 카오스 피해 배율 +(26-27)%"
"While a Unique Enemy is in your Presence, +(28-29)% to Chaos Damage over Time Multiplier","고유 적이 접근해 있는 동안, 지속 카오스 피해 배율 +(28-29)%"
"While a Pinnacle Atlas Boss is in your Presence, +#% to Chaos Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 카오스 피해 배율 +#%"
"While a Pinnacle Atlas Boss is in your Presence, {0}% to Chaos Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 카오스 피해 배율 {0}%"
"While a Pinnacle Atlas Boss is in your Presence, +(23-25)% to Chaos Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 카오스 피해 배율 +(23-25)%"
"While a Pinnacle Atlas Boss is in your Presence, +(26-28)% to Chaos Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 카오스 피해 배율 +(26-28)%"
"While a Pinnacle Atlas Boss is in your Presence, +(29-31)% to Chaos Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 카오스 피해 배율 +(29-31)%"
"While a Pinnacle Atlas Boss is in your Presence, +(32-34)% to Chaos Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 카오스 피해 배율 +(32-34)%"
"While a Pinnacle Atlas Boss is in your Presence, +(35-36)% to Chaos Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 카오스 피해 배율 +(35-36)%"
"While a Pinnacle Atlas Boss is in your Presence, +(37-38)% to Chaos Damage over Time Multiplier","최종 아틀라스 보스가 접근해 있는 동안, 지속 카오스 피해 배율 +(37-38)%"

"Herald of Ash has #% increased Buff Effect","재의 전령 버프 효과 #% 증가"
"Herald of Ash has {0}% increased Buff Effect","재의 전령 버프 효과 {0}% 증가"
"Herald of Ash has (15-17)% increased Buff Effect","재의 전령 버프 효과 (15-17)% 증가"
"Herald of Ash has (18-20)% increased Buff Effect","재의 전령 버프 효과 (18-20)% 증가"
"Herald of Ash has (21-23)% increased Buff Effect","재의 전령 버프 효과 (21-23)% 증가"
"Herald of Ash has (24-26)% increased Buff Effect","재의 전령 버프 효과 (24-26)% 증가"
"Herald of Ash has (27-28)% increased Buff Effect","재의 전령 버프 효과 (27-28)% 증가"
"Herald of Ash has (29-30)% increased Buff Effect","재의 전령 버프 효과 (29-30)% 증가"
"While a Unique Enemy is in your Presence, Herald of Ash has #% increased Buff Effect","고유 적이 접근해 있는 동안, 재의 전령 버프 효과 #% 증가"
"While a Unique Enemy is in your Presence, Herald of Ash has {0}% increased Buff Effect","고유 적이 접근해 있는 동안, 재의 전령 버프 효과 {0}% 증가"
"While a Unique Enemy is in your Presence, Herald of Ash has (24-26)% increased Buff Effect","고유 적이 접근해 있는 동안, 재의 전령 버프 효과 (24-26)% 증가"
"While a Unique Enemy is in your Presence, Herald of Ash has (27-29)% increased Buff Effect","고유 적이 접근해 있는 동안, 재의 전령 버프 효과 (27-29)% 증가"
"While a Unique Enemy is in your Presence, Herald of Ash has (30-32)% increased Buff Effect","고유 적이 접근해 있는 동안, 재의 전령 버프 효과 (30-32)% 증가"
"While a Unique Enemy is in your Presence, Herald of Ash has (33-35)% increased Buff Effect","고유 적이 접근해 있는 동안, 재의 전령 버프 효과 (33-35)% 증가"
"While a Unique Enemy is in your Presence, Herald of Ash has (36-37)% increased Buff Effect","고유 적이 접근해 있는 동안, 재의 전령 버프 효과 (36-37)% 증가"
"While a Unique Enemy is in your Presence, Herald of Ash has (38-39)% increased Buff Effect","고유 적이 접근해 있는 동안, 재의 전령 버프 효과 (38-39)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Herald of Ash has #% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 재의 전령 버프 효과 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Herald of Ash has {0}% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 재의 전령 버프 효과 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Herald of Ash has (33-35)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 재의 전령 버프 효과 (33-35)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Herald of Ash has (36-38)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 재의 전령 버프 효과 (36-38)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Herald of Ash has (39-41)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 재의 전령 버프 효과 (39-41)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Herald of Ash has (42-44)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 재의 전령 버프 효과 (42-44)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Herald of Ash has (45-46)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 재의 전령 버프 효과 (45-46)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, Herald of Ash has (47-48)% increased Buff Effect","최종 아틀라스 보스가 접근해 있는 동안, 재의 전령 버프 효과 (47-48)% 증가"

"Herald of Ice has #% increased Buff Effect","얼음의 전령 버프 효과 #% 증가"
"Herald of Ice has {0}% increased Buff Effect","얼음의 전령 버프 효과 {0}% 증가"
"Herald of Ice has (15-17)% increased Buff Effect","얼음의 전령 버프 효과 (15-17)% 증가"
"Herald of Ice has (18-20)% increased Buff Effect","얼음의 전령 버프 효과 (18-20)% 증가"
"Herald of Ice has (21-23)% increased Buff Effect","얼음의 전령 버프 효과 (21-23)% 증가"
"Herald of Ice has (24-26)% increased Buff Effect","얼음의 전령 버프 효과 (24-26)% 증가"
"Herald of Ice has (27-28)% increased Buff Effect","얼음의 전령 버프 효과 (27-28)% 증가"
"Herald of Ice has (29-30)% increased Buff Effect","얼음의 전령 버프 효과 (29-30)% 증가"
"While a Unique Enemy is in your Presence, Herald of Ice has #% increased Buff Effect","고유 적이 접근해 있는 동안, 얼음의 전령 버프 효과 #% 증가"
"While a Unique Enemy is in your Presence, Herald of Ice has {0}% increased Buff Effect","고유 적이 접근해 있는 동안, 얼음의 전령 버프 효과 {0}% 증가"
"While a Unique Enemy is in your Presence, Herald of Ice has (24-26)% increased Buff Effect","고유 적이 접근해 있는 동안, 얼음의 전령 버프 효과 (24-26)% 증가"
