"	-10% to all Resistances","	모든 원소 저항 -10%"
"Jorus, Sky's Edge","^XDE7977사원 지도^7 [^XB1973E하늘의 끝 조러스^7] 영혼 수확"

"Khor, Sister of Shadows","^XC7C75D차가운 강 지도^7 [^XB1973E그림자의 자매 코르^7] 영혼 수확"

"Sebbert, Crescent's Point","^X0FA5E2달의 사원 지도^7 [^XB1973E초승달의 끝 세버트^7] 영혼 수확"

"Kitava, The Destroyer","^X0FA5E2용암 호수 지도^7 [^XB1973E파괴자 키타바^7] 영혼 수확"


"Glace","^XDE7977해변 지도^7 [^XB1973E글라스^7] 영혼 수확"
"It That Fell","^XDE7977지하강 지도^7 [^XB1973E낙하하는 괴물^7] 영혼 수확"
"Shadow of the Vaal","^XDE7977미로 지도^7 [^XB1973E바알의 그림자^7] 영혼 수확"

"Carrion Golem:","부패 골렘:"
"Cast on Frostbolt?","서리 구체를 시전합니까?"
"Chance to not consume charges: {0}%","플라스크 충전을 소모하지 않을 확률: ^7{0}%"
"Channelling","집중 유지"
"Close Combat:","근접 전투:"
"Cold Snap:","한파:"
"Combat Rush grants 20% more Attack Speed to Travel Skills not Supported by Close Combat.","전투 돌격은 근접 전투의 보조를 받지 않는 이동 스킬에 공격 속도를 20% 증폭시킵니다."
"Commandment of Blades","칼날의 율령"
"Commandment of Blades:","칼날의 율령:"
"Commandment of Flames","화염의 율령"
"Commandment of Flames:","화염의 율령:"
"Commandment of Force","힘의 율령"
"Commandment of Force:","힘의 율령:"
"Commandment of Frost","서리의 율령"
"Commandment of Frost:","서리의 율령:"
"Commandment of Fury","광분의 율령"
"Commandment of Fury:","광분의 율령:"
"Commandment of Inferno","지옥불의 율령"
"Commandment of Inferno:","지옥불의 율령:"
"Commandment of Ire","노여움의 율령"
"Commandment of Ire:","노여움의 율령:"
"Commandment of Light","빛의 율령"
"Commandment of Light:","빛의 율령:"
"Commandment of Reflection","투영의 율령"
"Commandment of Reflection:","투영의 율령:"
"Commandment of Spite","원한의 율령"
"Commandment of Spite:","원한의 율령:"
"Commandment of Thunder","천둥의 율령"
"Commandment of Thunder:","천둥의 율령:"
"Commandment of War","전쟁의 율령"
"Commandment of War:","전쟁의 율령:"
"Commandment of Winter","겨울의 율령"
"Commandment of Winter:","겨울의 율령:"
"Commandment of the Grave","무덤의 율령"
"Commandment of the Grave:","무덤의 율령:"
"Commandment of the Tempest","폭풍의 율령"
"Commandment of the Tempest:","폭풍의 율령:"
"Condition: Have Lightning Golem","조건: 번개 골렘 보유"
"Conductivity:","전도성:"
"Configure the radius of an enemy hitbox to calculate some area overlapping (shotgunning) effects.","적의 히트박스의 반경을 설정하여 일부 영역 중첩(샷 건팅) 효과를 계산합니다."
"Configure the radius of an enemy hitbox which is used in calculating some area multi-hitting (shotgunning) effects.","일부 영역 다중 타격(샷건) 효과를 계산하는 데 사용되는 적의 히트박스 반경을 설정합니다."
"Conflux Buff:","융합 버프:"
"Consecrated Ground grants {0}% Life Regeneration to players and allies.","^7신성화 지대의 플레이어 및 동료들이 1초마다 {0}%의 ^xE05030생명력^7이 재생됩니다."
"Consumed a corpse Recently?","최근에 시신을 소모했습니까?"
"Consumed a corpse in the past 2s?","최근 2초 이내에 시체를 소모했습니까?"
"Controls how Defending with Double Armour is calculated:","두 배의 방어도로 방어도를 계산하는 방식을 제어합니다."
"Controls how exerted attacks from Warcries are calculated:","함성으로 가해진 공격을 계산하는 방식을 제어합니다:"
"Controls how life regeneration is calculated:","^7생명력 재생 계산 방식을 제어합니다."
"Controls how modifiers which choose a random element will function.","무작위 원소를 선택하는 보너스가 작동하는 방식을 제어합니다."
"Controls how the base damage for applying Ailments is calculated:","상태 이상에 대한 기본 피해가 계산되는 방식을 제어합니다."
"Controls how the base damage for ignite is calculated:","점화에 대한 기본 피해를 계산하는 방법을 제어합니다."
"Controls which types of damage the EHP calculation uses:","유효 생명력(EHP) 계산에 사용되는 피해 유형을 제어합니다:"
"Corpse Walk","시체 보행"
"Corrupted Blood cannot be inflicted on you if you have at least 5 Corrupted Blood Debuffs on you","플레이어에게 적용되는 타락한 피 디버프가 5개 이상인 경우 타락한 피에 면역"
"Corrupting Cry:","타락시키는 비명:"
"Cost & Reservation Multiplier: {0}%","소모 및 점유 배율: ^7{0}%"
"Count skill damage once","스킬 피해를 1회로 계산"
"Covered in Ash applies the following to the enemy:","[재로 뒤덮임] 상태일 때 다음 보너스가 적용됩니다:"
"Covered in Frost applies the following to the enemy:","[서리에 뒤덮임]일 때 다음과 같은 효과가 있습니다."
"Crit Damage","크리티컬 피해"
"Crit Damage: Ignite is based on crit damage only.","치명타 피해 : 점화는 치명타 피해만을 기준으로합니다."
"Critical","치명타"
"Crits Only","치명타만"
"Cruel Labyrinth","잔혹한 미궁"
"Crushed enemies have 15% reduced Physical Damage Reduction.","[타쇄당함] 상태의 적은 물리 피해 감소를 15% 낮춥니다."
"Culling Strike:","마무리 타격:"
"Curse Expiration","저주 소멸"
"Curse Replacement","저주 교체"
"Curse overlaps:","저주 중첩 수:"
"Curse","저주"
"Custom Modifiers","사용자 정의 수정"
"Custom PvP Damage multiplier percent:","사용자 지정 PvP 피해 배율 백분율:"
"Cyclone:","회오리:"
"Damage mitigated:","마지막에 받아낸 피해:"
"Dark Pact:","어둠의 서약:"
"Deathmark:","포식자:"
"Debilitated enemies deal 10% less damage.","[쇠잔] 상태의 적은 이동 속도가 20% 감폭하고 주는 피해가 10% 감폭합니다."
"Debuff Dur. Mult.:","디버프 지속시간 감폭:"
"Debuffs on you expire 20% faster","플레이어에게 적용되는 디버프가 20% 더 빠르게 만료됨"
"Default Attack","기본 공격"
"Default Item Set","기본 아이템 설정"
"Default is 1; maximum is 5.","기본값 1; 최대값 5."
"Delirious Effect:","환영 효과:"
"Delirium scales enemy 'less Damage Taken' as well as enemy 'increased Damage dealt'","환영의 적은 ""입은 피해 감소""와 적의 ""입힌 피해 증가""시킵니다."
"Despair:","절망:"
"Determines whether modifiers that depend on the highest damage type apply.","가장 높은 피해 유형에 따라 최대 피해가 변경되는지 설정합니다."
"Did you Chill yourself?","자신을 냉각시켰습니까?"
"Disable EHP gain on block/suppress:","차단/억제 시 EHP 획득 비활성화:"
"Disabling this gem will give you:","이 스킬 젬을 비활성화하면:"
"Distance to start: {0}","시작 지점까지의 거리: {0}"
"Divine Ire:","신성한 진노:"
"Do not enable if you use Spell Totem support, Spell Cascade support or similar supports","만약 주문 토템 보조, 연속 주문 보조 또는 유사한 보조를 사용하는 경우 체크하지 마십시오."
"Do you always have Energy Shield?","에너지 보호막^7을 항상 유지합니까?"
"Do you have Adrenaline?","아드레날린을 가지고 있습니까?"
"Do you have Alchemist's Genius?","연금술사의 천재성을 가지고 있습니까?"
"Do you have Arcane Surge?","비전 쇄도가 있습니까?"
"Do you have Avatar Of Fire?","당신은 불의 화신을 획득했습니까?"
"Do you have Convergence?","당신은 수렴이 있습니까?"
"Do you have Divinity?","당신은 신성이 있습니까?"
"Do you have Fanaticism?","당신은 광신주의가 있습니까?"
"Do you have Fortify?","방어 상승을 가지고 있습니까?"
"Do you have Lifetap?","생명력 전환을 사용합니까?"
"Do you have Onslaught?","맹공을 가지고 있습니까?"
"Do you have Phasing?","당신은 차원 능력이 있습니까?"
"Do you have Soul Gain Prevention?","최근에 영혼 획득 방지를 했습니까?"
"Do you have Tailwind?","순풍 상태를 가지고 있습니까?"
"Do you have Unholy Might?","불경한 힘을 가지고 있습니까?"
"Do you have a Flask active?","플라스크를 활성화합니까?"
"Do you have a Totem summoned?","토템을 소환합니까?"
"Do you use Blitz Charges?","공세 충전을 사용합니까?"
"Do you use Challenger Charges?","도전자 충전을 사용합니까?"
"Do you use Endurance Charges?","인내 충전을 사용합니까?"
"Do you use Frenzy Charges?","격분 충전을 사용합니까?"
"Do you use Ghost Shrouds?","유령 연막을 사용합니까?"
"Do you use Inspiration Charges?","영감 충전을 사용합니까?"
"Do you use Power Charges?","권능 충전을 사용합니까?"
"Do you use Siphoning Charges?","착취 충전을 사용합니까?"
"Do you wait for Max Unleash Seals?","최대 봉인 해제를 기다리시겠습니까?"
"Do your Minions use Endur. Charges?","소환수가 인내 충전을 사용합니까?"
"Do your Minions use Frenzy Charges?","소환수가 격분 충전을 사용합니까?"
"Do your Minions use Power Charges?","소환수가 권능 충전을 사용합니까?"
"Do your minions have Onslaught?","망령이 맹공을 갖고 있습니까?"
"Do your minions have Unholy Might?","망령이 불경한 힘을 갖고 있습니까?"
"Do your minions use Endur. Charges?","소환수가 인내 충전을 사용합니까?"
"Do your minions use Frenzy Charges?","소환수가 격분 충전을 사용합니까?"
"Do your minions use Power Charges?","소환수가 권능 충전을 사용합니까?"
"Does the enemy have Energy Shield?","^7적이 ^x88FFFF에너지 보호막^7을 갖고 있습니까?"
"Doom Blast Trigger Source:","멸망 폭발 발동 소스:"
"Doom Blast:","멸망 폭발:"
"Doom on Hex:","사술의 멸망:"
"Double Armour Ch.:","2배의 방어도 방어:"
"Double Damage Chance","2배의 피해를 줄 확률"
"Drek, Apex Hunter","^XDE7977들판 지도 ^7[^XB1973E정점 사냥꾼 드렉^7] 영혼 수확"
"EHP calc unlucky:","유효 생명력(EHP) 계산에 불운:"
"EHP calculation mode:","유효 생명력(EHP) 계산 방식:"
"ES Gain on Kill:","처치 시 에쉴 획득:"
"ES Regen:","에너지 보호막 재생:"
"ES on Block:","에너지보호막 획득:"
"ES on Spell Block:","에쉴로 주문 차단:"
"Each Awakening Level gives Bosses 3% more Life.","각성 레벨에 따라 보스에게 3%씩 더 많은 생명력이 부여됩니다."
"Earlier ones with less walls do less damage. Allocating The Perfect Storm increases Damage by a further 50% (Applied on Uber)","초기의 적은 벽은 피해를 덜 줍니다. 완벽한 폭풍을 할당하면 피해가 50% 더 증가합니다(우버에 적용)"
"Eater Beam","포식자의 빔"
"Edict of Blades","칼날의 칙령"
"Edict of Flames","화염의 칙령"
"Edict of Force","힘의 칙령"
"Edict of Frost","서리의 칙령"
"Edict of Fury","광분의 칙령"
"Edict of Inferno","지옥불의 칙령"
"Edict of Ire","노여움의 칙령"
"Edict of Light","빛의 칙령"
"Edict of Reflection","투영의 칙령"
"Edict of Spite","원한의 칙령"
"Edict of Thunder","천둥의 칙령"
"Edict of War","전쟁의 칙령"
"Edict of Winter","겨울의 칙령"
"Edict of the Grave","무덤의 칙령"
"Edict of the Tempest","폭풍의 칙령"
"Effect of Blind (if not maximum):","실명 효과 (최대가 아닐 때):"
"Effect of Brittle:","^x3F6DB3허약^7 효과:"
"Effect of Chill:","^x3F6DB3냉각^7 효과:"
"Effect of Elusive (if not average):","도피 효과(평균이 아닐 때)"
"Effect of Sap:","^xADAA47활력 감소^7 효과:"
"Effect of Scorched:","^xB97123그을림^7 효과:"
"Effect of Shock","감전 효과:"
"Effect of Shock:","^xADAA47감전 ^7효과:"
"Effectiveness of Added Damage: {0}%","추가 피해 효율: ^7{0}%"
"Elemental Army:","원소의 군단:"
"Elemental Weakness:","원소 약화:"
"Elusive","도피"
"Enable Holy Relic's Boon Aura:","신성한 유물의 은혜 오라 사용:"
"Enable Summoned Ursa's Rallying Cry:","소환된 곰에게 집결의 함성 사용:"
"Enable Wrath Aura:","진노 오라 사용:"
"Enable any buff skills that your spectres have.","망령이 가지고 있는 버프 스킬을 활성화합니다."
"Enable any curse skills that your spectres have.","망령이 가지고 있는 저주 스킬을 사용합니까?"
"Enable buffs:","버프 활성화:"
"Enable curses:","저주를 사용합니까?:"
"Enemies Deal 30% Increased Damage","적이 가하는 피해가 30% 증가"
"Enemies on Profane Ground receive the following modifiers:","[부정 지대] 위에 있는 적에게는 다음 효과가 적용됩니다."
"Enemies on your Fungal Ground deal 10% less Damage.","곰팡이 지대에 있는 적은 플레이어가 주는 피해가 10% 감폭됩니다."
"Enemies take 80% Less Damage","적이 받는 피해가 80% 감소"
"Enemies that have Hit you with an Attack Recently have 8% reduced Attack Speed","최근 4초 이내 공격으로 플레이어를 명중한 적의 공격 속도 8% 감소"
"Enemies you've Hit Recently have 50% reduced Life Regeneration rate","최근 4초 이내 명중한 적의 생명력 재생 속도 50% 감소"
"Enemy Base Armour:","적의 기본 방어도:"
"Enemy Base Evasion:","^xFFFFFF적의 기본 ^x70FF70회피^7"
"Enemy Block Chance:","적의 막기 확률:"
"Enemy Cannot Be Slowed                                 Monsters Taunted Action Speed modified below base valueUnstoppable","적이 느려지지 않음"
"Enemy Chaos Resistance:","적의 ^xD02090카오스^7 저항:"
"Enemy Cold Resistance:","적의 ^x3F6DB3냉기^7 저항:"
"Enemy Corpse Life:","적 시체 생명력:"
"Enemy Critical Strike                                 Monsters have to increased Chance Monster Multiplierof Deadliness","적 치명타 확률 증가"
"Enemy Damage Type:","적 피해 유형:"
"Enemy Fire Resistance:","적의 ^xB97123화염^7 저항:"
"Enemy Hit Damage:","적 적중 피해:"
"Enemy Inc Damage                                has increased DamageSavage","적 피해 증가"
"Enemy Inc Damage","몬스터의 피해 증가"
"Enemy Inc Speed                                 to increased Monster Movement Attack CastFleet","적의 속도 증가"
"Enemy Level:","적 레벨:"
"Enemy Lightning Resistance:","적의 ^xADAA47번개^7 저항:"
